Make,Model,Year,Color,Mileage,Transmission,Fuel,Price,Location,Date,URL
Kia,Rio,2016,,3,Automatique,Essence,"7 250 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/4dc25b43535f02e3dfbe44b.desktop-gallery-large.jpg
Mercedes,CLK -class,2002,,175,Manuelle,Essence,"2 100 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/e0f4140ac85f02e04850786.desktop-gallery-large.jpg
Kia,Sportage,2008,,145000,Automatique,Essence,"5 000 000
FCFA",Riviera,07/07,https://media.jumiadeals.com/ci_live/8ead1af9c65f04978d4e787.desktop-gallery-large.jpg
Mercedes,C -class,2003,,195000,Automatique,Essence,"2 800 000
FCFA",Riviera,06/07,https://media.jumiadeals.com/ci_live/ab42189ce45f02e3b056108.desktop-gallery-large.jpg
Mitsubishi,Pajero,2002,,250000,Manuelle,Diesel,"4 000 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/3113f36ec95f02e410452d7.desktop-gallery-large.jpg
Mercedes,C -class,2002,,100,Manuelle,Essence,"3 800 000
FCFA",Koumassi,06/07,https://media.jumiadeals.com/ci_live/995b0234885f02e4273c41c.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Peugeot,306,1999,,,Manuelle,Diesel,"1 900 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/57a023bf655f02e0336d144.desktop-gallery-large.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
Mazda,CX-7,2008,,107000,Automatique,Essence,"4 500 000
FCFA",Riviera,05/07,https://media.jumiadeals.com/ci_live/98f53d394f5f0247843c223.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Mercedes,CLK -class,2002,,100,Automatique,Essence,"4 000 000
FCFA",Koumassi,06/07,https://media.jumiadeals.com/ci_live/62088eb9295f02e2aa921c4.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
Peugeot,206,2003,,,Manuelle,Essence,"1 650 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/573579dffc5f02e2a5a6ed2.desktop-gallery-large.jpg
Renault,Scenic,2002,,,Manuelle,Essence,"1 400 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/72c3ef07925f02e183b5881.desktop-gallery-large.jpg
BMW,E30,1999,,,Manuelle,Essence,"1 900 000
FCFA",Yopougon,06/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Toyota,RAV4,2000,,,Manuelle,Essence,"2 700 000
FCFA",Angré,06/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Renault,Clio,2002,,,Manuelle,Essence,"1 600 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/ab68f96c445f03723fdc609.desktop-gallery-large.jpg
Kia,Sportage,2008,,145000,Automatique,Essence,"5 000 000
FCFA",Riviera,07/07,https://media.jumiadeals.com/ci_live/8ead1af9c65f04978d4e787.desktop-gallery-large.jpg
Mazda,CX-7,2008,,107000,Automatique,Essence,"4 500 000
FCFA",Riviera,05/07,https://media.jumiadeals.com/ci_live/98f53d394f5f0247843c223.desktop-gallery-large.jpg
Hyundai,Santa Fe,2016,,3,Automatique,Essence,"11 000 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/05034d32ad5f02e2d5669dd.desktop-gallery-large.jpg
Toyota,Corolla,2000,,,Manuelle,Essence,"2 700 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/35f75b150b5f02e08866638.desktop-gallery-large.jpg
Honda,Pilot,2004,,,Automatique,Essence,"5 350 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/0b932403e05f02e1632fe70.desktop-gallery-large.jpg
Hyundai,ix35,2010,,,Manuelle,Essence,"8 500 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/2f399187f95f02e0540478f.desktop-gallery-large.jpg
Mini,Clubman,2010,,110000,Automatique,Essence,"5 800 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/ec0d18d3575f02dd7727796.desktop-gallery-large.jpg
Toyota,Corolla,2000,,,,,"2 000 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/64f4e1c34e5f02d8c2c947a.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Lexus,RX,2001,,100,,,"4 500 000
FCFA",Koumassi,06/07,https://media.jumiadeals.com/ci_live/c78b1387375f02df3e980d8.desktop-gallery-large.jpg
Ford,Focus,2003,,,Automatique,Essence,"3 500 000
FCFA",Riviera,06/07,https://media.jumiadeals.com/ci_live/a6248c1c0f5f02d8782c188.desktop-gallery-large.jpg
BMW,3,2001,,147000,Manuelle,Essence,"3 250 000
FCFA",Yopougon,03/07,https://media.jumiadeals.com/ci_live/d97afa02625eff596473e3e.desktop-gallery-large.jpg
Mazda,CX-7,2008,,107000,Automatique,Essence,"4 500 000
FCFA",Riviera,05/07,https://media.jumiadeals.com/ci_live/98f53d394f5f0247843c223.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
Toyota,Verso,2008,,,Manuelle,Essence,"4 700 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/fb85b2ce9f5f02d98225f2a.desktop-gallery-large.jpg
Kia,Sorento,2005,,,Automatique,Essence,"4 000 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/6df68bab1c5f02deeb68f09.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Kia,Sportage,2006,,1,Automatique,Essence,"6 800 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/356117bafb5f02d8df350af.desktop-gallery-large.jpg
Mercedes,C -class,2000,,,Automatique,Essence,"3 800 000
FCFA",Cocody,06/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Toyota,Corolla,2000,,,,,"2 000 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/64f4e1c34e5f02d8c2c947a.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
Mercedes,C -class,2000,,,Automatique,Essence,"3 800 000
FCFA",Cocody,06/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Honda,Civic,1998,,,Manuelle,Essence,"1 650 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/da6b3ccabd5f03779a2cb93.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
Kia,Sportage,2008,,145000,Automatique,Essence,"5 000 000
FCFA",Riviera,07/07,https://media.jumiadeals.com/ci_live/8ead1af9c65f04978d4e787.desktop-gallery-large.jpg
BMW,3,2001,,147000,Manuelle,Essence,"3 250 000
FCFA",Yopougon,03/07,https://media.jumiadeals.com/ci_live/d97afa02625eff596473e3e.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
Toyota,RAV4,2015,,,Automatique,Essence,"16 000 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/113869e5f75f02dee518f07.desktop-gallery-large.jpg
Hyundai,Santa Fe,2013,,,Manuelle,Essence,"7 000 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/116c0c70e45f02dec965c04.desktop-gallery-large.jpg
Peugeot,Partner,2000,,,Manuelle,Diesel,"2 900 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/2d1d5239315f02dd64d2e78.desktop-gallery-large.jpg
Jeep,Patriot,2009,,132000,Automatique,Essence,"4 150 000
FCFA",Marcory,06/07,https://media.jumiadeals.com/ci_live/165957f28f5f0287c3c4208.desktop-gallery-large.jpg
Peugeot,406,2000,,,Manuelle,Essence,"1 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/141747a8085f02ff61bfdbf.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Renault,Scenic,2000,,,Manuelle,Essence,"2 200 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/a5079a91f45f02d934f2326.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
Toyota,Avensis,2001,,175,Manuelle,Essence,"2 100 000
FCFA",Cocody,06/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Mercedes,CLK -class,2000,,,Automatique,Essence,"2 200 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/f37c5ad10b5f02dd0cc93c7.desktop-gallery-large.jpg
Nissan,Almera,2001,,175,Manuelle,Essence,"1 200 000
FCFA",Cocody,06/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Hyundai,Sonata,2011,,94000,Automatique,Essence,"6 000 000
FCFA",Riviera,06/07,https://media.jumiadeals.com/ci_live/48665314ba5f02d80b0e65e.desktop-gallery-large.jpg
BMW,E30,2000,,,Manuelle,Essence,"2 400 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/119a60185a5f02d7eff3eb9.desktop-gallery-large.jpg
Peugeot,307,2005,,,Automatique,Essence,"2 800 000
FCFA",Angré,06/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Toyota,Land Cruiser,2009,,,Automatique,Essence,"19 500 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/2b3e85bdfc5f02dd96b0562.desktop-gallery-large.jpg
Kia,Sportage,2006,,1,Automatique,Essence,"6 800 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/cee5fb1b6a5f02dd084fac1.desktop-gallery-large.jpg
BMW,E30,2000,,,Manuelle,Essence,"2 400 000
FCFA",Yopougon,06/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Mitsubishi,Pajero,2010,,,Manuelle,Diesel,"6 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/f92f9f996a5f02ff7e88565.desktop-gallery-large.jpg
Mercedes,M -class,2008,,150000,Automatique,Essence,"7 500 000
FCFA",2 Plateaux,06/07,https://media.jumiadeals.com/ci_live/00e5ddcecf5f02db92f22e2.desktop-gallery-large.jpg
Peugeot,206,2011,,1,Manuelle,Essence,"2 950 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/71879325155f02db3973d77.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
Toyota,Corolla,1996,,250000,Manuelle,Essence,"2 800 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/e73c32fc935f02dfcd851c1.desktop-gallery-large.jpg
Mercedes,CLK -class,2003,,,Automatique,Essence,"3 700 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/2a69dc047a5f02d81095cb5.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,,Automatique,Essence,"10 000 000
FCFA",Le Plateau,06/07,https://media.jumiadeals.com/ci_live/625a6560ef5f02d340d911d.desktop-gallery-large.jpg
Kia,Sportage,2006,,144000,Automatique,Essence,"6 800 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/3ed3201cf15f02d1485ed03.desktop-gallery-large.jpg
Mercedes,C -class,2002,,98752,Automatique,Essence,"4 750 000
FCFA",Abidjan,06/07,https://media.jumiadeals.com/ci_live/433335a5e45f02011e5fa42.desktop-gallery-large.jpg
BMW,1,2002,,140000,Automatique,Essence,"3 350 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/fad37624135f02d24060e1c.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
Toyota,Hiace,2000,,200000,Manuelle,Diesel,"3 000 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/365b9975865f02d3f909f5c.desktop-gallery-large.jpg
Mercedes,C -class,2003,,159000,Automatique,Essence,"4 000 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/ca4dc75c405f02d2f7c139d.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
Mazda,CX-7,2008,,107000,Automatique,Essence,"4 500 000
FCFA",Riviera,05/07,https://media.jumiadeals.com/ci_live/98f53d394f5f0247843c223.desktop-gallery-large.jpg
Mercedes,C -class,2003,,,Automatique,Essence,"4 000 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/812e3872ff5f02cf08131c6.desktop-gallery-large.jpg
Honda,CR-V,2001,,179000,Automatique,Essence,"3 535 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/99812e28255f00a336d968f.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
Nissan,X - Trail,2002,,165000,Automatique,Essence,"3 500 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/b9a1ca8b135f02c9bd4e458.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
BMW,3,2001,,147000,Manuelle,Essence,"3 250 000
FCFA",Yopougon,03/07,https://media.jumiadeals.com/ci_live/d97afa02625eff596473e3e.desktop-gallery-large.jpg
BMW,6,2000,,,Manuelle,Essence,"2 200 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/0828043a755f02d6f1ace1b.desktop-gallery-large.jpg
Toyota,FJ Cruiser,2009,,129000,Automatique,Essence,"8 000 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/e65aa896795f02cec60bad2.desktop-gallery-large.jpg
Mercedes,C -class,2002,,97852,Automatique,Essence,"4 750 000
FCFA",Biétry,06/07,https://media.jumiadeals.com/ci_live/1ce42d864a5f02d58ded4f5.desktop-gallery-large.jpg
Peugeot,406,2000,,230,Manuelle,Essence,"2 000 000
FCFA",Abobo,04/07,https://media.jumiadeals.com/ci_live/f2198d98415f00d1302b719.desktop-gallery-large.jpg
Hyundai,Tucson,2010,,101000,Automatique,Essence,"6 350 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/23a850d1bb5f02d56a67a9d.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
Mercedes,B-class,2007,,,Automatique,Essence,"3 400 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/a140ca6f1a5f02d09e61636.desktop-gallery-large.jpg
Peugeot,206,2011,,88000,Manuelle,Essence,"2 800 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/1c83df8bde5f036f3519f1d.desktop-gallery-large.jpg
Toyota,Corolla,2000,,200000,Manuelle,Essence,"2 000 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/0ca0bf89e95f02d1b1a75e8.desktop-gallery-large.jpg
Kia,Sportage,2002,,175,Manuelle,Essence,"2 350 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/e74a0bf19b5f02d78e80a44.desktop-gallery-large.jpg
Renault,Duster,2013,,147000,Manuelle,Essence,"4 550 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/350eaf0be15f02d8027aa05.desktop-gallery-large.jpg
Peugeot,206,2011,,1,Manuelle,Essence,"2 950 000
FCFA",Cocody,06/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Peugeot,406,2000,,202000,Manuelle,Essence,"2 400 000
FCFA",Cocody,01/07,https://media.jumiadeals.com/ci_live/60bc15ee625efc91083a0c4.desktop-gallery-large.jpg
Toyota,Corolla,2004,,,Automatique,Essence,"4 400 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/012d56a0955f02d9264aadb.desktop-gallery-large.jpg
Kia,Sportage,2007,,,Automatique,Essence,"6 800 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/28f2c2dbf15f02d2478d614.desktop-gallery-large.jpg
Ford,Focus,2004,,,Manuelle,Essence,"3 200 000
FCFA",Riviera,06/07,https://media.jumiadeals.com/ci_live/6d9dee8e595f02103a6e42c.desktop-gallery-large.jpg
Mercedes,C -class,2006,,1,Automatique,Essence,"2 900 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/86f707946d5f02d37c875be.desktop-gallery-large.jpg
Ford,Explorer,2016,,39000,Automatique,Essence,"23 500 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/84ea46bd2b5f0416ae8ab21.desktop-gallery-large.jpg
Honda,CR-V,1999,,219850,Manuelle,Essence,"3 700 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/e6f7df389e5f02d0fcceb41.desktop-gallery-large.jpg
Hyundai,Tucson,2015,,41000,Automatique,Essence,"12 500 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/9935d014f65f035764a9245.desktop-gallery-large.jpg
Kia,Sportage,2008,,145000,Automatique,Essence,"5 000 000
FCFA",Riviera,07/07,https://media.jumiadeals.com/ci_live/8ead1af9c65f04978d4e787.desktop-gallery-large.jpg
Peugeot,306,1999,,,Manuelle,Essence,"2 000 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/4de842d1ab5f02d933a1171.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
Land rover,Range Rover,2007,,104000,Automatique,Essence,"5 500 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/bf4b28617c5f02c9ebccc37.desktop-gallery-large.jpg
Toyota,Avensis,2004,,65000,Manuelle,Essence,"4 500 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/261583d1675f02ca6e56616.desktop-gallery-large.jpg
Jeep,Patriot,2009,,132000,Automatique,Essence,"4 150 000
FCFA",Marcory,06/07,https://media.jumiadeals.com/ci_live/165957f28f5f0287c3c4208.desktop-gallery-large.jpg
Toyota,Hiace,1997,,189999,Manuelle,Diesel,"3 800 000
FCFA",Yopougon,06/07,https://media.jumiadeals.com/ci_live/7eef7523855f0416837b40b.desktop-gallery-large.jpg
Mazda,CX-7,2008,,107000,Automatique,Essence,"4 500 000
FCFA",Riviera,05/07,https://media.jumiadeals.com/ci_live/98f53d394f5f0247843c223.desktop-gallery-large.jpg
Mercedes,C -class,2002,,98752,Automatique,Essence,"4 750 000
FCFA",Biétry,06/07,https://media.jumiadeals.com/ci_live/5c9f94a79d5f02d66deb790.desktop-gallery-large.jpg
Land rover,Range Rover,2007,,104000,Automatique,Essence,"5 500 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/bf4b28617c5f02c9ebccc37.desktop-gallery-large.jpg
Great Wall,Haval H9,2017,,37000,Automatique,Essence,"16 500 000
FCFA",Abidjan,01/07,https://media.jumiadeals.com/ci_live/cf10c88aed5ef1d63a2f284.desktop-gallery-large.jpg
Honda,CR-V,2000,,169000,Automatique,Essence,"3 700 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/b83fcded955f028c45651d2.desktop-gallery-large.jpg
Peugeot,406,2001,,150000,Manuelle,Essence,"2 800 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/b6846fa5a85f0297ff7d692.desktop-gallery-large.jpg
BMW,3,2001,,147000,Manuelle,Essence,"3 250 000
FCFA",Yopougon,03/07,https://media.jumiadeals.com/ci_live/d97afa02625eff596473e3e.desktop-gallery-large.jpg
BMW,M6,2002,,160000,Manuelle,Essence,"1 800 000
FCFA",2 Plateaux,06/07,https://deals.jumia.ci/deals/images/placeholders/ve/cars.jpg
Mazda,CX-7,2008,,107000,Automatique,Essence,"4 500 000
FCFA",Riviera,05/07,https://media.jumiadeals.com/ci_live/98f53d394f5f0247843c223.desktop-gallery-large.jpg
Nissan,X - Trail,2002,,165000,Automatique,Essence,"3 500 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/b9a1ca8b135f02c9bd4e458.desktop-gallery-large.jpg
Ford,Explorer,2013,,117000,Automatique,Essence,"11 450 000
FCFA",2 Plateaux,06/07,https://media.jumiadeals.com/ci_live/697a217d675f0295e1ea1c9.desktop-gallery-large.jpg
Hyundai,Santa Fe,2017,,24000,Automatique,Essence,"16 500 000
FCFA",Anyama,03/07,https://media.jumiadeals.com/ci_live/7e6b5e457b5eff74248a2cb.desktop-gallery-large.jpg
Land rover,Range Rover,2016,,41000,Automatique,Essence,"45 000 000
FCFA",Abidjan,06/07,https://media.jumiadeals.com/ci_live/44940ca5db5f036f2d8a8d9.desktop-gallery-large.jpg
Hyundai,ix35,2014,,98,Automatique,Essence,"7 500 000
FCFA",Cocody,06/07,https://media.jumiadeals.com/ci_live/cef3c6aac85f027688e419b.desktop-gallery-large.jpg
Suzuki,Alto,2018,,120000,Manuelle,Essence,"3 400 000
FCFA",Angré,06/07,https://media.jumiadeals.com/ci_live/e659eb7afc5f0300766f436.desktop-gallery-large.jpg
